Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Age,Item_Price_Per_Visibility
FDT44,16.6,Low Fat,0.103146658,Fruits and Vegetables,117.2466,OUT049,1999,Medium,Tier 1,Supermarket Type1,2239.0854,25,1135.5970476061316
FDG35,13.69073076923077,Regular,0.012327847,Starchy Foods,173.8738,OUT019,1985,Small,Tier 1,Grocery Store,347.5476,39,13990.66145568094
FDG08,13.15,Regular,0.166032929,Fruits and Vegetables,170.8764,OUT018,2009,Medium,Tier 3,Supermarket Type2,2233.0932,15,1028.5522625078138
FDX52,11.5,Regular,0.04224015,Frozen Foods,194.982,OUT017,2007,Small,Tier 2,Supermarket Type1,3089.312,17,4605.132480635992
NCH54,13.384736495388667,Low Fat,0.072317217,Household,160.792,OUT027,1985,Medium,Tier 3,Supermarket Type3,3675.216,39,2220.355968664192
FDU24,12.277108208955225,Regular,0.139484292,Baking Goods,94.312,OUT027,1985,Medium,Tier 3,Supermarket Type3,2516.724,39,675.6634192047914
FDW03,5.63,Regular,0.024536636,Meat,106.1306,OUT035,2004,Small,Tier 2,Supermarket Type1,2090.612,20,4307.836508198603
FDV01,19.2,Regular,0.085296625,Canned,153.4314,OUT018,2009,Medium,Tier 3,Supermarket Type2,1861.5768,15,1796.6916139835737
FDQ39,12.81734421364985,Low Fat,0.080649685,Meat,189.9846,OUT027,1985,Medium,Tier 3,Supermarket Type3,6114.7072,39,2352.7596423441155
FDA16,6.695,Low Fat,0.0,Frozen Foods,219.4456,OUT046,1997,Small,Tier 1,Supermarket Type1,3094.6384,27,2194456.0
FDO12,15.75,Low Fat,0.054930533,Baking Goods,194.4452,OUT046,1997,Small,Tier 1,Supermarket Type1,5089.3752,27,3533.405718603525
FDM44,12.5,Low Fat,0.031097948,Fruits and Vegetables,103.899,OUT049,1999,Medium,Tier 1,Supermarket Type1,1960.781,25,3330.3151861141637
FDT03,21.25,Low Fat,0.016735879,Meat,185.2608,OUT010,1998,Small,Tier 3,Grocery Store,183.7608,26,11003.92798023792
NCQ18,13.384736495388667,Low Fat,0.134418705,Household,99.67,OUT027,1985,Medium,Tier 3,Supermarket Type3,2596.62,39,740.9378494983282
NCL18,18.85,Low Fat,0.168266556,Household,195.5136,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.7224,15,1161.2377460521316
NCJ06,20.1,Low Fat,0.034646067,Household,120.6782,OUT035,2004,Small,Tier 2,Supermarket Type1,1310.9602,20,3473.1470471175912
NCQ05,11.395,Low Fat,0.021639678,Health and Hygiene,150.1708,OUT049,1999,Medium,Tier 1,Supermarket Type1,2708.4744,25,6907.682809285401
FDS35,9.3,Low Fat,0.11144608,Breads,64.6826,OUT045,2002,Small,Tier 2,Supermarket Type1,1097.9042,22,579.8733581673151
NCI18,13.384736495388667,Low Fat,0.013956116,Household,222.3746,OUT027,1985,Medium,Tier 3,Supermarket Type3,5609.365,39,15820.486968092751
NCO55,12.8,Low Fat,0.152377658,Others,108.1938,OUT010,1998,Small,Tier 3,Grocery Store,428.7752,26,709.5714966975687
FDW24,6.8,Low Fat,0.037465846,Baking Goods,47.5034,OUT013,1987,High,Tier 3,Supermarket Type1,534.6374,37,1264.536941348266
NCS05,13.14231395348837,Low Fat,0.020876485,Health and Hygiene,133.7942,OUT027,1985,Medium,Tier 3,Supermarket Type3,1722.4246,39,6378.294552209295
FDO48,15.0,Regular,0.0268952,Baking Goods,220.3456,OUT045,2002,Small,Tier 2,Supermarket Type1,1989.4104,22,8162.399241346609
FDT35,19.85,Regular,0.081916124,Breads,167.6816,OUT017,2007,Small,Tier 2,Supermarket Type1,1845.5976,17,2044.495543339746
DRN11,7.85,Low Fat,0.163233667,Hard Drinks,144.6444,OUT049,1999,Medium,Tier 1,Supermarket Type1,2467.4548,25,885.5761500781098
FDY57,20.2,Regular,0.121748174,Snack Foods,96.9752,OUT018,2009,Medium,Tier 3,Supermarket Type2,1725.7536,15,795.8691280839383
DRE27,11.85,Low Fat,0.132939639,Dairy,98.0726,OUT045,2002,Small,Tier 2,Supermarket Type1,1761.7068,22,737.168266068431
FDM24,6.135,Regular,0.079327367,Baking Goods,152.8366,OUT046,1997,Small,Tier 1,Supermarket Type1,2871.5954,27,1924.23097696289
FDX09,9.0,Low Fat,0.065194971,Snack Foods,177.737,OUT013,1987,High,Tier 3,Supermarket Type1,2117.244,37,2722.062622556337
FDY45,17.5,Low Fat,0.026248606,Snack Foods,255.1356,OUT018,2009,Medium,Tier 3,Supermarket Type2,3815.034,15,9683.077730943338
FDF41,12.15,Low Fat,0.131921819,Frozen Foods,246.346,OUT017,2007,Small,Tier 2,Supermarket Type1,739.038,17,1865.9491428458507
FDG05,11.0,Regular,0.0,Frozen Foods,155.263,OUT049,1999,Medium,Tier 1,Supermarket Type1,625.852,25,1552630.0
FDF05,17.5,Low Fat,0.026865809,Frozen Foods,261.691,OUT035,2004,Small,Tier 2,Supermarket Type1,4207.856,20,9704.548452449544
FDU19,13.224769381746812,Regular,0.046544984,Fruits and Vegetables,172.0422,OUT027,1985,Medium,Tier 3,Supermarket Type3,4828.3816,39,3688.332275984916
DRH39,13.42606890459364,Low Fat,0.092241348,Dairy,75.867,OUT027,1985,Medium,Tier 3,Supermarket Type3,2450.144,39,821.5929444738017
FDP57,17.5,Low Fat,0.052740763,Snack Foods,103.799,OUT017,2007,Small,Tier 2,Supermarket Type1,1135.189,17,1964.3736030079656
FDE58,12.987879554655873,Low Fat,0.0,Snack Foods,119.8124,OUT027,1985,Medium,Tier 3,Supermarket Type3,1659.1736,39,1198124.0
DRD15,10.6,Low Fat,0.056748659,Dairy,233.6642,OUT013,1987,High,Tier 3,Supermarket Type1,3950.1914,37,4110.285169611477
FDJ52,7.145,Low Fat,0.017822936,Frozen Foods,161.3578,OUT045,2002,Small,Tier 2,Supermarket Type1,1123.2046,22,9002.86649464128
FDS01,12.305705009276435,Low Fat,0.017659068,Canned,175.9686,OUT027,1985,Medium,Tier 3,Supermarket Type3,5866.3638,39,9908.66187347219
FDZ47,20.7,Regular,0.07929647,Baking Goods,97.2042,OUT046,1997,Small,Tier 1,Supermarket Type1,1686.4714,27,1224.2886868899839
FDG35,13.69073076923077,Regular,0.007006883,Starchy Foods,173.5738,OUT027,1985,Medium,Tier 3,Supermarket Type3,1216.4166,39,24423.337207042805
FDY45,17.5,Low Fat,0.026195131,Snack Foods,252.6356,OUT045,2002,Small,Tier 2,Supermarket Type1,2543.356,22,9607.6950519851
FDY04,17.7,Regular,0.042542484,Frozen Foods,161.921,OUT049,1999,Medium,Tier 1,Supermarket Type1,2120.573,25,3797.175605436118
FDY47,8.6,Regular,0.054474158,Breads,131.031,OUT035,2004,Small,Tier 2,Supermarket Type1,1038.648,20,2400.9715367482167
FDE28,9.5,Regular,0.0,Frozen Foods,228.4668,OUT049,1999,Medium,Tier 1,Supermarket Type1,3916.2356,25,2284668.0
FDJ27,17.7,Regular,0.122372504,Meat,101.5674,OUT018,2009,Medium,Tier 3,Supermarket Type2,1629.8784,15,829.3077767071702
FDH58,12.3,Low Fat,0.037148619,Snack Foods,116.8834,OUT017,2007,Small,Tier 2,Supermarket Type1,2649.2182,17,3137.9257308841434
NCV42,6.26,Low Fat,0.052593952,Household,111.0228,OUT010,1998,Small,Tier 3,Grocery Store,221.0456,26,2106.9362950799364
NCQ54,17.7,Low Fat,0.012593467,Household,167.6474,OUT018,2009,Medium,Tier 3,Supermarket Type2,3874.2902,15,13207.376676521868
FDL44,18.25,Low Fat,0.012325122,Fruits and Vegetables,162.8894,OUT018,2009,Medium,Tier 3,Supermarket Type2,647.1576,15,13109.682142356429
FDY50,5.8,Low Fat,0.131489269,Dairy,89.7172,OUT018,2009,Medium,Tier 3,Supermarket Type2,1605.9096,15,681.7972368248357
FDR59,14.5,Regular,0.064224789,Breads,262.7594,OUT017,2007,Small,Tier 2,Supermarket Type1,7064.8038,17,4084.8855330096767
FDH35,18.25,Low Fat,0.060589424,Starchy Foods,162.5526,OUT017,2007,Small,Tier 2,Supermarket Type1,986.7156,17,2678.4337251248257
FDX08,12.85,Low Fat,0.022649893,Fruits and Vegetables,179.3318,OUT045,2002,Small,Tier 2,Supermarket Type1,1263.0226,22,7882.753558445307
FDL20,17.1,Low Fat,0.128390273,Fruits and Vegetables,111.9886,OUT035,2004,Small,Tier 2,Supermarket Type1,1445.4518,20,871.5725897788388
FDB27,7.575,Low Fat,0.055476238,Dairy,196.8768,OUT049,1999,Medium,Tier 1,Supermarket Type1,1182.4608,25,3542.463597482075
FDA56,9.21,Low Fat,0.008757492,Fruits and Vegetables,120.8414,OUT013,1987,High,Tier 3,Supermarket Type1,2071.3038,37,13642.846078777153
FDV39,11.3,Low Fat,0.007273831,Meat,196.6426,OUT013,1987,High,Tier 3,Supermarket Type1,5141.3076,37,26667.63043525136
FDU38,13.42606890459364,Low Fat,0.144534212,Dairy,190.6504,OUT019,1985,Small,Tier 1,Grocery Store,575.2512,39,1318.155624203214
FDT55,13.6,Regular,0.043743689,Fruits and Vegetables,157.7946,OUT045,2002,Small,Tier 2,Supermarket Type1,1104.5622,22,3599.026532644185
FDS24,20.85,Regular,0.062477955,Baking Goods,87.2514,OUT018,2009,Medium,Tier 3,Supermarket Type2,1505.3738,15,1394.2833382778329
FDS15,9.195,Regular,0.078060601,Meat,106.3596,OUT046,1997,Small,Tier 1,Supermarket Type1,2912.2092,27,1360.782781084296
FDF05,12.867061281337046,Low Fat,0.026740767,Frozen Foods,261.291,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811,39,9734.855937611619
DRP47,15.75,Low Fat,0.140821917,Hard Drinks,252.9382,OUT049,1999,Medium,Tier 1,Supermarket Type1,2775.7202,25,1794.8819132229094
FDA25,16.5,Regular,0.068403271,Canned,101.999,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.194,15,1488.9653955356378
FDA19,13.224769381746812,Low Fat,0.0,Fruits and Vegetables,126.6994,OUT019,1985,Small,Tier 1,Grocery Store,256.9988,39,1266994.0
NCM26,20.5,Low Fat,0.02312394,Others,154.634,OUT013,1987,High,Tier 3,Supermarket Type1,2297.01,37,6658.387853223871
FDS46,17.6,Regular,0.047449835,Snack Foods,118.1782,OUT018,2009,Medium,Tier 3,Supermarket Type2,2621.9204,15,2485.354575888644
DRH15,8.775,Low Fat,0.110359004,Dairy,42.7428,OUT018,2009,Medium,Tier 3,Supermarket Type2,790.9704,15,386.956232196336
NCR05,10.1,Low Fat,0.054620504,Health and Hygiene,197.5084,OUT035,2004,Small,Tier 2,Supermarket Type1,2976.126,20,3609.4038899934108
NCY17,18.2,Low Fat,0.0,Health and Hygiene,44.1086,OUT045,2002,Small,Tier 2,Supermarket Type1,1115.215,22,441086.0
FDZ01,8.975,Regular,0.009051307,Canned,103.099,OUT013,1987,High,Tier 3,Supermarket Type1,309.597,37,11266.04101468785
FDP31,13.224769381746812,Regular,0.160722863,Fruits and Vegetables,65.7168,OUT027,1985,Medium,Tier 3,Supermarket Type3,2237.088,39,408.62846720991416
FDE57,9.6,Low Fat,0.03625493,Fruits and Vegetables,141.0154,OUT013,1987,High,Tier 3,Supermarket Type1,2694.4926,37,3878.852194186593
FDZ44,8.185,Low Fat,0.064824502,Fruits and Vegetables,116.0808,OUT010,1998,Small,Tier 3,Grocery Store,234.3616,26,1787.9351619824513
NCP53,14.75,Low Fat,0.033024328,Health and Hygiene,236.6906,OUT018,2009,Medium,Tier 3,Supermarket Type2,3089.9778,15,7145.52156348651
NCA06,20.5,Low Fat,0.143574191,Household,37.219,OUT045,2002,Small,Tier 2,Supermarket Type1,476.047,22,259.05139775591294
FDP22,14.65,Regular,0.099333217,Snack Foods,51.3666,OUT045,2002,Small,Tier 2,Supermarket Type1,1076.5986,22,516.5939667827503
FDW37,19.2,Low Fat,0.12475207,Canned,90.9488,OUT017,2007,Small,Tier 2,Supermarket Type1,633.8416,17,728.4524798026977
NCS30,5.945,Low Fat,0.093170838,Household,127.3652,OUT049,1999,Medium,Tier 1,Supermarket Type1,1549.9824,25,1365.5414996914683
FDB40,17.5,Regular,0.007538459,Dairy,144.2102,OUT035,2004,Small,Tier 2,Supermarket Type1,4082.6856,20,18879.48865078676
FDC51,10.895,Regular,0.009676286,Dairy,122.873,OUT017,2007,Small,Tier 2,Supermarket Type1,3448.844,17,12568.474367464292
FDC11,20.5,Low Fat,0.141792841,Starchy Foods,89.7172,OUT046,1997,Small,Tier 1,Supermarket Type1,1159.8236,27,632.2884182719268
FDC59,13.69073076923077,Regular,0.05436436,Starchy Foods,63.8168,OUT027,1985,Medium,Tier 3,Supermarket Type3,958.752,39,1171.7166969372265
FDE14,13.65,Regular,0.031573246,Canned,99.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,299.61,15,3140.505396889223
NCT41,15.7,Low Fat,0.055943697,Health and Hygiene,150.6024,OUT013,1987,High,Tier 3,Supermarket Type1,2428.8384,37,2687.2317149241594
FDP52,18.7,Regular,0.0,Frozen Foods,229.201,OUT035,2004,Small,Tier 2,Supermarket Type1,3215.814,20,2292010.0
DRA24,19.35,Regular,0.066831682,Soft Drinks,163.8868,OUT010,1998,Small,Tier 3,Grocery Store,327.5736,26,2448.5683775285966
FDC40,16.0,Regular,0.065165046,Dairy,79.3986,OUT049,1999,Medium,Tier 1,Supermarket Type1,856.8846,25,1216.5562558555462
NCA42,6.965,Low Fat,0.0,Household,159.4604,OUT013,1987,High,Tier 3,Supermarket Type1,3169.208,37,1594603.9999999998
FDT27,11.395,Regular,0.069728296,Meat,233.9616,OUT045,2002,Small,Tier 2,Supermarket Type1,1406.1696,22,3350.527127283759
NCW54,7.5,Low Fat,0.09660879,Household,56.9588,OUT045,2002,Small,Tier 2,Supermarket Type1,744.3644,22,588.9723157533043
DRB13,6.115,Regular,0.007038478,Soft Drinks,189.253,OUT013,1987,High,Tier 3,Supermarket Type1,3605.307,37,26511.673776959175
FDY02,13.42606890459364,Regular,0.153456703,Dairy,264.091,OUT019,1985,Small,Tier 1,Grocery Store,262.991,39,1719.8272354154415
FDS59,14.8,Regular,0.043982464,Breads,110.657,OUT045,2002,Small,Tier 2,Supermarket Type1,2966.139,22,2510.2271960115477
FDR49,8.71,Low Fat,0.139202085,Canned,46.1376,OUT035,2004,Small,Tier 2,Supermarket Type1,383.5008,20,331.205380019976
FDY40,15.5,Regular,0.086184647,Frozen Foods,50.9692,OUT018,2009,Medium,Tier 3,Supermarket Type2,394.1536,15,590.7099556193351
FDL48,19.35,Regular,0.082250863,Baking Goods,48.7034,OUT035,2004,Small,Tier 2,Supermarket Type1,534.6374,20,591.4133528873888
DRI01,11.847459893048129,Low Fat,0.034286109,Soft Drinks,173.1422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5000.8238,39,5035.236757959442
FDZ52,19.2,Low Fat,0.100482186,Frozen Foods,111.8886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1667.829,15,1112.4097064265434
FDK32,16.25,Regular,0.049051717,Fruits and Vegetables,152.4682,OUT049,1999,Medium,Tier 1,Supermarket Type1,2439.4912,25,3101.9913302316577
FDK51,19.85,Low Fat,0.005230786,Dairy,265.1884,OUT013,1987,High,Tier 3,Supermarket Type1,5034.7796,37,49746.58521276224
FDP28,13.65,Regular,0.08062523,Frozen Foods,259.6936,OUT035,2004,Small,Tier 2,Supermarket Type1,2087.9488,20,3217.0066285348457
DRZ24,7.535,Low Fat,0.081787519,Soft Drinks,120.844,OUT046,1997,Small,Tier 1,Supermarket Type1,2157.192,27,1475.7316069131364
FDG04,12.867061281337046,Low Fat,0.010615026,Frozen Foods,185.1898,OUT019,1985,Small,Tier 1,Grocery Store,374.1796,39,17283.187180320423
FDF58,12.987879554655873,Low Fat,0.009534758,Snack Foods,64.551,OUT027,1985,Medium,Tier 3,Supermarket Type3,1201.769,39,6699.805018455057
FDI21,5.59,Regular,0.056602818,Snack Foods,63.2168,OUT046,1997,Small,Tier 1,Supermarket Type1,1725.7536,27,1114.8793345685217
FDZ43,11.0,Regular,0.057047756,Fruits and Vegetables,240.4512,OUT035,2004,Small,Tier 2,Supermarket Type1,7028.1848,20,4207.53528799976
FDI57,19.85,Low Fat,0.05410964,Seafood,195.0768,OUT049,1999,Medium,Tier 1,Supermarket Type1,1970.768,25,3598.5629124266457
FDV03,17.6,Low Fat,0.058209079,Meat,153.6314,OUT045,2002,Small,Tier 2,Supermarket Type1,5274.4676,22,2634.7766528776765
FDT12,6.215,Regular,0.083056555,Baking Goods,224.4062,OUT010,1998,Small,Tier 3,Grocery Store,225.7062,26,2698.599046100455
FDF29,15.1,Regular,0.020015391,Frozen Foods,128.831,OUT018,2009,Medium,Tier 3,Supermarket Type2,1817.634,15,6404.59834959211
FDU02,13.35,Low Fat,0.102426197,Dairy,230.6352,OUT013,1987,High,Tier 3,Supermarket Type1,5725.88,37,2249.5245776062484
FDD23,9.5,Regular,0.048761223,Starchy Foods,186.5898,OUT049,1999,Medium,Tier 1,Supermarket Type1,5238.5144,25,3818.770561678327
FDN04,11.8,Regular,0.0,Frozen Foods,179.2344,OUT035,2004,Small,Tier 2,Supermarket Type1,2141.2128,20,1792343.9999999998
FDG29,17.6,Low Fat,0.056281276,Frozen Foods,40.3454,OUT035,2004,Small,Tier 2,Supermarket Type1,796.9626,20,715.5815345505837
FDK51,19.85,Low Fat,0.008762556,Dairy,266.6884,OUT010,1998,Small,Tier 3,Grocery Store,264.9884,26,30091.589830292756
FDB53,13.35,Low Fat,0.139669224,Frozen Foods,147.6392,OUT049,1999,Medium,Tier 1,Supermarket Type1,1938.8096,25,1056.306930630165
DRI23,18.85,Low Fat,0.137972993,Hard Drinks,158.4578,OUT017,2007,Small,Tier 2,Supermarket Type1,1444.1202,17,1147.63790193206
FDP57,17.5,Low Fat,0.0,Snack Foods,102.999,OUT046,1997,Small,Tier 1,Supermarket Type1,2992.771,27,1029989.9999999999
FDY57,20.2,Regular,0.121940099,Snack Foods,95.3752,OUT017,2007,Small,Tier 2,Supermarket Type1,1150.5024,17,781.5070684267472
NCT42,5.88,Low Fat,0.024926013,Household,149.9392,OUT049,1999,Medium,Tier 1,Supermarket Type1,1491.392,25,5991.33389725323
FDZ21,12.987879554655873,Regular,0.039031927,Snack Foods,95.641,OUT027,1985,Medium,Tier 3,Supermarket Type3,1737.738,39,2444.065685801775
FDC50,15.85,Low Fat,0.13727,Canned,94.4094,OUT017,2007,Small,Tier 2,Supermarket Type1,1904.188,17,687.2635946713257
FDT40,5.985,Low Fat,0.095989602,Frozen Foods,127.3678,OUT045,2002,Small,Tier 2,Supermarket Type1,508.6712,22,1325.5107456892163
FDD50,18.85,Low Fat,0.142443405,Canned,170.4132,OUT017,2007,Small,Tier 2,Supermarket Type1,4396.9432,17,1195.5179546889594
DRI23,18.85,Low Fat,0.137410256,Hard Drinks,161.7578,OUT049,1999,Medium,Tier 1,Supermarket Type1,1604.578,25,1176.332622055478
FDQ46,7.51,Low Fat,0.104400238,Snack Foods,113.5544,OUT017,2007,Small,Tier 2,Supermarket Type1,894.8352,17,1086.6425012352602
NCW06,16.2,Low Fat,0.0,Household,190.8162,OUT035,2004,Small,Tier 2,Supermarket Type1,3271.0754,20,1908162.0
NCX06,17.6,Low Fat,0.015750947,Household,182.5976,OUT018,2009,Medium,Tier 3,Supermarket Type2,1629.8784,15,11519.665039571451
NCE19,8.97,Low Fat,0.092937216,Household,54.6956,OUT013,1987,High,Tier 3,Supermarket Type1,764.3384,37,587.8894742508202
FDI60,7.22,Regular,0.03828933,Baking Goods,64.751,OUT013,1987,High,Tier 3,Supermarket Type1,126.502,37,1686.6926304783124
FDC47,12.987879554655873,Low Fat,0.208162156,Snack Foods,228.1694,OUT019,1985,Small,Tier 1,Grocery Store,228.3694,39,1095.5874287597408
FDE02,8.71,Low Fat,0.121936216,Canned,94.4778,OUT017,2007,Small,Tier 2,Supermarket Type1,2628.5784,17,774.1783799655013
FDE11,17.7,Regular,0.135646297,Starchy Foods,186.0924,OUT018,2009,Medium,Tier 3,Supermarket Type2,3516.7556,15,1370.8838039243165
FDP11,15.85,Low Fat,0.069240685,Breads,217.5166,OUT045,2002,Small,Tier 2,Supermarket Type1,653.1498,22,3136.9260341169115
FDB08,6.055,Low Fat,0.03127929,Fruits and Vegetables,160.3578,OUT017,2007,Small,Tier 2,Supermarket Type1,2406.867,17,5110.306829759373
FDL48,12.277108208955225,Regular,0.08186804,Baking Goods,46.8034,OUT027,1985,Medium,Tier 3,Supermarket Type3,1069.2748,39,570.9957197951787
FDH26,19.25,Regular,0.034753686,Canned,141.5496,OUT049,1999,Medium,Tier 1,Supermarket Type1,1976.0944,25,4061.2519433382167
FDI33,16.5,Low Fat,0.028476451,Snack Foods,91.0146,OUT045,2002,Small,Tier 2,Supermarket Type1,1368.219,22,3184.9511333650216
FDQ26,13.5,Regular,0.067872402,Dairy,57.8562,OUT046,1997,Small,Tier 1,Supermarket Type1,355.5372,27,851.1719212159076
FDN03,12.81734421364985,Regular,0.026420581,Meat,250.9408,OUT019,1985,Small,Tier 1,Grocery Store,1001.3632,39,9462.115479295118
FDO13,7.865,Low Fat,0.061183503,Breakfast,164.5526,OUT045,2002,Small,Tier 2,Supermarket Type1,1644.526,22,2685.104342028229
NCJ29,10.6,Low Fat,0.035247642,Health and Hygiene,84.7224,OUT049,1999,Medium,Tier 1,Supermarket Type1,1619.2256,25,2396.833146607063
FDE52,13.42606890459364,Regular,0.02974207,Dairy,88.9514,OUT027,1985,Medium,Tier 3,Supermarket Type3,3453.5046,39,2980.7382664808442
FDA52,16.2,Regular,0.128397995,Frozen Foods,178.337,OUT035,2004,Small,Tier 2,Supermarket Type1,1411.496,20,1387.8582307840682
FDF57,14.5,Regular,0.058918844,Fruits and Vegetables,169.7448,OUT049,1999,Medium,Tier 1,Supermarket Type1,3238.4512,25,2876.111907579891
NCO26,7.235,Low Fat,0.076791671,Household,116.4492,OUT013,1987,High,Tier 3,Supermarket Type1,2316.984,37,1514.4579183355243
DRL59,16.75,Low Fat,0.021220113,Hard Drinks,55.1298,OUT035,2004,Small,Tier 2,Supermarket Type1,1240.3854,20,2585.811810659728
FDC60,12.277108208955225,Regular,0.2004264,Baking Goods,88.8514,OUT019,1985,Small,Tier 1,Grocery Store,265.6542,39,443.09078505373856
DRD25,11.847459893048129,Low Fat,0.078589629,Soft Drinks,113.286,OUT027,1985,Medium,Tier 3,Supermarket Type3,2716.464,39,1439.6560441274924
FDB26,14.0,Regular,0.031261583,Canned,52.564,OUT035,2004,Small,Tier 2,Supermarket Type1,639.168,20,1676.06335432749
FDK51,19.85,Low Fat,0.005235143,Dairy,265.8884,OUT046,1997,Small,Tier 1,Supermarket Type1,2649.884,27,49837.164627077465
FDE53,10.895,Low Fat,0.027032204,Frozen Foods,106.328,OUT017,2007,Small,Tier 2,Supermarket Type1,852.224,17,3918.885469090532
FDV24,5.635,Low Fat,0.172856719,Baking Goods,148.205,OUT010,1998,Small,Tier 3,Grocery Store,449.415,26,856.8906767941177
FDI34,10.65,Regular,0.085617517,Snack Foods,229.3668,OUT017,2007,Small,Tier 2,Supermarket Type1,2303.668,17,2675.8451250985254
FDL36,15.1,Low Fat,0.127334766,Baking Goods,88.283,OUT010,1998,Small,Tier 3,Grocery Store,89.883,26,692.7701346428495
NCA54,16.5,Low Fat,0.036641597,Household,178.7318,OUT046,1997,Small,Tier 1,Supermarket Type1,1263.0226,27,4864.5626372745855
FDI38,13.35,Regular,0.014656564,Canned,208.5638,OUT045,2002,Small,Tier 2,Supermarket Type1,2277.7018,22,14133.628939636625
FDG31,12.15,Low Fat,0.037864854,Meat,63.0826,OUT013,1987,High,Tier 3,Supermarket Type1,322.913,37,1661.605230985479
FDA21,13.65,Low Fat,0.036016619,Snack Foods,186.3924,OUT049,1999,Medium,Tier 1,Supermarket Type1,1295.6468,25,5160.848527931144
FDI09,20.75,Regular,0.12953868,Seafood,240.288,OUT049,1999,Medium,Tier 1,Supermarket Type1,2396.88,25,1853.5208781823453
FDI20,19.1,Low Fat,0.038531668,Fruits and Vegetables,210.6586,OUT013,1987,High,Tier 3,Supermarket Type1,5487.5236,37,5453.002961197533
DRI51,17.25,Low Fat,0.0,Dairy,171.5764,OUT045,2002,Small,Tier 2,Supermarket Type1,4637.9628,22,1715764.0
DRZ11,11.847459893048129,Regular,0.112119359,Soft Drinks,123.0388,OUT027,1985,Medium,Tier 3,Supermarket Type3,1981.4208,39,1096.4133202721287
FDY07,13.224769381746812,Low Fat,0.0,Fruits and Vegetables,45.9402,OUT027,1985,Medium,Tier 3,Supermarket Type3,872.8638,39,459401.99999999994
